movieId,title,genres
7576,Clear and Present Danger,Action|Crime|Drama|Thriller
7329,The Client,Drama|Mystery|Thriller
7467,"Corrina, Corrina",Comedy|Drama|Romance
1189,The Crow,Action|Crime|Fantasy|Thriller
9014,The Flintstones,Children|Comedy|Fantasy
14,Forrest Gump,Comedy|Drama|Romance|War
7062,Four Weddings and a Funeral,Comedy|Romance
8253,It Could Happen to You,Comedy|Drama|Romance
1968,The Jungle Book,Adventure|Children|Romance
86,The Lion King,Adventure|Animation|Children|Drama|Musical|IMAX
8837,Little Buddha,Drama
6844,The Mask,Action|Comedy|Crime|Fantasy
3346,Maverick,Adventure|Comedy|Western
7836,Reality Bites,Comedy|Drama|Romance
7398,Red Rock West,Thriller
8498,The River Wild,Action|Thriller
6726,Speed,Action|Romance|Thriller
4863,Timecop,Action|Sci-Fi|Thriller
2687,True Lies,Action|Adventure|Comedy|Romance|Thriller
8269,When a Man Loves a Woman,Drama|Romance
4487,Wolf,Drama|Horror|Romance|Thriller
7066,Wyatt Earp,Western
9001,Bad Company,Action|Crime|Drama
6498,Street Fighter,Action|Adventure|Fantasy
2180,In the Mouth of Madness,Horror|Thriller
6837,Addams Family Values,Children|Comedy|Fantasy
2966,The Age of Innocence,Drama
4482,Airheads,Comedy
4000,The Beverly Hillbillies,Comedy
8944,Beverly Hills Cop III,Action|Comedy|Crime|Thriller
272,Black Beauty,Adventure|Children|Drama
8851,Blown Away,Action|Thriller
4310,Body Snatchers,Horror|Sci-Fi|Thriller
483,A Bronx Tale,Drama
521,Carlito's Way,Crime|Drama
8169,Cliffhanger,Action|Adventure|Thriller
6122,Coneheads,Comedy|Sci-Fi
8961,Color of Night,Drama|Thriller
7481,Dave,Comedy|Romance
1733,Dazed and Confused,Comedy
7294,Demolition Man,Action|Adventure|Sci-Fi
403,Farewell My Concubine,Drama|Romance
1245,Fearless,Drama
4146,For Love or Money,Comedy|Romance
7157,The Firm,Drama|Thriller
8861,Free Willy,Adventure|Children|Drama
2901,Fresh,Crime|Drama|Thriller
1362,The Fugitive,Thriller
2626,The Getaway,Action|Adventure|Crime|Drama|Romance|Thriller
8771,Hard Target,Action|Adventure|Crime|Thriller
7961,Hot Shots! Part Deux,Action|Comedy|War
6881,The House of the Spirits,Drama|Romance
2635,The Hudsucker Proxy,Comedy
2994,In the Line of Fire,Action|Thriller
413,In the Name of the Father,Drama
8063,Judgment Night,Action|Crime|Thriller
348,Jurassic Park,Action|Adventure|Sci-Fi|Thriller
7925,Kalifornia,Drama|Thriller
8833,Killing Zoe,Crime|Drama|Thriller
8432,Last Action Hero,Action|Adventure|Comedy|Fantasy
5919,Made in America,Comedy
8836,Malice,Thriller
8023,The Man Without a Face,Drama
1992,Manhattan Murder Mystery,Comedy|Mystery
1141,Menace II Society,Action|Crime|Drama
8816,Executive Decision,Action|Adventure|Thriller
7684,In the Realm of the Senses,Drama
3055,Much Ado About Nothing,Comedy|Romance
6688,Mrs. Doubtfire,Comedy|Drama
1735,Naked,Drama
6123,The Next Karate Kid,Action|Children|Romance
3209,No Escape,Action|Drama|Sci-Fi
1350,A Perfect World,Crime|Drama|Thriller
710,Philadelphia,Drama
1646,The Piano,Drama|Romance
8637,The Program,Action|Drama
7911,The Ref,Comedy
1717,The Remains of the Day,Drama|Romance
4364,Rising Sun,Action|Drama|Mystery
9028,RoboCop 3,Action|Crime|Drama|Sci-Fi|Thriller
7772,Robin Hood: Men in Tights,Comedy
7872,Romper Stomper,Action|Drama
1652,Rudy,Drama
4,Schindler's List,Drama|War
2572,Searching for Bobby Fischer,Drama
1558,The Secret Garden,Children|Drama
7093,Serial Mom,Comedy|Crime|Horror
4755,The Shadow,Action|Adventure|Fantasy|Mystery
6669,Short Cuts,Drama
7159,Sleepless in Seattle,Comedy|Drama|Romance
9003,Sliver,Thriller
373,Blade Runner,Action|Sci-Fi|Thriller
4640,So I Married an Axe Murderer,Comedy|Romance|Thriller
5333,Striking Distance,Action|Crime
6527,Super Mario Bros.,Action|Adventure|Children|Comedy|Fantasy|Sci-Fi
517,The Nightmare Before Christmas,Animation|Children|Fantasy|Musical
5431,The Three Musketeers,Action|Adventure|Comedy|Romance
963,Tombstone,Action|Drama|Western
1128,True Romance,Crime|Thriller
8703,The Pagemaster,Action|Adventure|Animation|Children|Fantasy
2354,Welcome to the Dollhouse,Comedy|Drama
2406,"Ciao, Professore!",Drama
7035,The Little Rascals,Children|Comedy
4927,The Escort,Crime|Thriller
1488,Home Alone,Children|Comedy
6682,Ghost,Comedy|Drama|Fantasy|Romance|Thriller
863,Aladdin,Adventure|Animation|Children|Comedy|Musical
192,Terminator 2: Judgment Day,Action|Sci-Fi
490,Dances with Wolves,Adventure|Drama|Western
6671,Batman,Action|Crime|Thriller
50,The Silence of the Lambs,Crime|Horror|Thriller
6728,Snow White and the Seven Dwarfs,Animation|Children|Drama|Fantasy|Musical
697,Beauty and the Beast,Animation|Children|Fantasy|Musical|Romance|IMAX
2567,Pinocchio,Animation|Children|Fantasy|Musical
1364,Pretty Woman,Comedy|Romance
933,The Wild Bunch,Adventure|Western
8450,One Fine Day,Drama|Romance
6048,Candyman: Farewell to the Flesh,Fantasy|Horror
471,Fargo,Comedy|Crime|Drama|Thriller
7948,Homeward Bound II: Lost in San Francisco,Adventure|Children
8203,Heavy Metal,Action|Adventure|Animation|Horror|Sci-Fi
6203,Hellraiser: Bloodline,Action|Horror|Sci-Fi
2152,Jane Eyre,Drama|Romance
1923,The Aristocats,Animation|Children
849,Primal Fear,Crime|Drama|Mystery|Thriller
5409,Sgt. Bilko,Comedy
447,Diabolique,Drama|Thriller
8204,Courage Under Fire,Action|Crime|Drama|War
6828,Mission: Impossible,Action|Adventure|Mystery|Thriller
7930,James and the Giant Peach,Adventure|Animation|Children|Fantasy|Musical
3660,Fear,Thriller
651,Underground,Comedy|Drama|War
6905,Space Jam,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi
4925,Barbarella,Adventure|Comedy|Sci-Fi
2975,Alphaville,Drama|Mystery|Romance|Sci-Fi|Thriller
3255,The Substitute,Action|Crime|Drama
7955,True Crime,Mystery|Thriller
772,Boys,Drama
4366,The Quest,Action|Adventure
7235,Oliver & Company,Adventure|Animation|Children|Comedy|Musical
5959,Flipper,Adventure|Children
6622,Dead Man,Drama|Mystery|Western
2460,The Visitors,Comedy|Fantasy|Sci-Fi
5512,Multiplicity,Comedy
7094,The Craft,Drama|Fantasy|Horror|Thriller
2488,The Rock,Action|Adventure|Thriller
6858,Cemetery Man,Horror
8258,Twister,Action|Adventure|Romance|Thriller
6576,Barb Wire,Action|Sci-Fi
383,Ghost in the Shell,Animation|Sci-Fi
5091,Thinner,Horror|Thriller
6101,Spy Hard,Comedy
4879,The Arrival,Action|Sci-Fi|Thriller
179,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Comedy|War
2679,Ashes of Time,Drama
1898,Stalingrad,Drama|War
6267,The Phantom,Action|Adventure
5868,Striptease,Comedy|Crime
3788,Jack,Comedy|Drama
323,Trainspotting,Comedy|Crime|Drama
6884,Independence Day,Action|Adventure|Sci-Fi|Thriller
7272,Stealing Beauty,Drama
5044,The Fan,Drama|Thriller
2561,The Hunchback of Notre Dame,Animation|Children|Drama|Musical|Romance
4908,The Cable Guy,Comedy|Thriller
8112,Kingpin,Comedy
4705,Eraser,Action|Drama|Thriller
5737,The Nutty Professor,Comedy|Fantasy|Romance|Sci-Fi
4597,Daylight,Action|Adventure|Drama|Thriller
3295,The Frighteners,Comedy|Horror|Thriller
2961,Lone Star,Drama|Mystery|Western
8639,Phenomenon,Drama|Romance
1621,A Time to Kill,Drama|Thriller
7000,Alaska,Adventure|Children
7832,The Collector,Drama
5900,Joe's Apartment,Comedy|Fantasy|Musical
7223,The First Wives Club,Comedy
7499,Ransom,Crime|Thriller
8972,Chain Reaction,Action|Adventure|Thriller
2394,Matilda,Children|Comedy|Fantasy
7457,Emma,Comedy|Drama|Romance
5904,The Crow: City of Angels,Action|Thriller
990,Eyes Without a Face,Horror
5301,Escape from L.A.,Action|Adventure|Sci-Fi|Thriller
4785,Tin Cup,Comedy|Drama|Romance
2,The Godfather,Crime|Drama
2369,Bound,Crime|Drama|Romance|Thriller
8131,Nothing to Lose,Action|Crime|Drama
4965,The Relic,Horror|Thriller
6435,The Island of Dr. Moreau,Sci-Fi|Thriller
5679,Bulletproof,Action|Comedy|Crime
6299,Halloween: The Curse of Michael Myers,Horror|Thriller
902,The Philadelphia Story,Comedy|Drama|Romance
149,Singin' in the Rain,Comedy|Musical|Romance
6788,An American in Paris,Musical|Romance
2974,Funny Face,Comedy|Musical
821,Breakfast at Tiffany's,Drama|Romance
142,Vertigo,Drama|Mystery|Romance|Thriller
49,Rear Window,Mystery|Thriller
516,It Happened One Night,Comedy|Romance
1282,Gaslight,Drama|Thriller
311,North by Northwest,Action|Adventure|Mystery|Romance|Thriller
111,The Apartment,Comedy|Drama|Romance
198,Some Like It Hot,Comedy|Crime
788,Charade,Comedy|Crime|Mystery|Romance|Thriller
147,Casablanca,Drama|Romance
719,The Maltese Falcon,Film-Noir|Mystery
1166,My Fair Lady,Comedy|Drama|Musical|Romance
1200,Sabrina,Comedy|Romance
442,Roman Holiday,Comedy|Drama|Romance
6808,Meet Me in St. Louis,Musical
1013,The Wizard of Oz,Adventure|Children|Fantasy|Musical
334,Gone with the Wind,Drama|Romance|War
283,Citizen Kane,Drama|Mystery
223,2001: A Space Odyssey,Adventure|Drama|Sci-Fi
193,All About Eve,Drama
6370,The Women,Comedy
401,Rebecca,Drama|Mystery|Romance|Thriller
2970,Foreign Correspondent,Drama|Film-Noir|Mystery|Thriller
655,Notorious,Film-Noir|Romance|Thriller
1503,Spellbound,Mystery|Romance|Thriller
1653,An Affair to Remember,Drama|Romance
6623,To Catch a Thief,Crime|Mystery|Romance|Thriller
8336,Father of the Bride,Comedy
1238,Ninotchka,Comedy|Romance
1428,The Adventures of Robin Hood,Action|Adventure|Romance
897,Laura,Crime|Film-Noir|Mystery
463,To Be or Not to Be,Comedy|Drama|War
1082,My Man Godfrey,Comedy|Romance
930,Giant,Drama|Romance|Western
1064,East of Eden,Drama
1222,The Thin Man,Comedy|Crime
1567,His Girl Friday,Comedy|Romance
5107,Around the World in 80 Days,Adventure|Comedy
79,It's a Wonderful Life,Children|Drama|Fantasy|Romance
440,Mr. Smith Goes to Washington,Drama
1147,Bringing Up Baby,Comedy|Romance
1721,The 39 Steps,Drama|Mystery|Thriller
926,Night of the Living Dead,Horror|Sci-Fi|Thriller
1774,The African Queen,Adventure|Comedy|Romance|War
852,Cat on a Hot Tin Roof,Drama
3301,Fly Away Home,Adventure|Children
5911,Bliss,Drama|Romance
5536,Maximum Risk,Action|Adventure|Thriller
6865,Michael Collins,Drama
3782,Last Man Standing,Action|Crime|Drama|Thriller
2267,Set It Off,Action|Crime
4998,Extreme Measures,Drama|Thriller
6049,The Glimmer Man,Action|Thriller
5068,D3: The Mighty Ducks,Children|Comedy
8010,The Love Bug,Children|Comedy
4547,Herbie Rides Again,Children|Comedy|Fantasy|Romance
2292,The Parent Trap,Children|Comedy|Romance
3063,Homeward Bound: The Incredible Journey,Adventure|Children|Drama
6428,The Shaggy Dog,Children|Comedy
6777,"20,000 Leagues Under the Sea",Adventure|Drama|Sci-Fi
6821,Cool Runnings,Comedy
5150,Angels in the Outfield,Children|Comedy
2757,Cinderella,Animation|Children|Fantasy|Musical|Romance
3709,The Three Caballeros,Animation|Children|Musical
2053,The Sword in the Stone,Animation|Children|Fantasy|Musical
3447,Robin Hood: Prince of Thieves,Adventure|Drama
1035,Mary Poppins,Children|Comedy|Fantasy|Musical
2887,Dumbo,Animation|Children|Drama|Musical
3727,Pete's Dragon,Adventure|Animation|Children|Musical
6786,Bedknobs and Broomsticks,Adventure|Children|Musical
2251,Alice in Wonderland,Adventure|Animation|Children|Fantasy|Musical
2429,The Fox and the Hound,Animation|Children|Drama
8449,Freeway,Comedy|Crime|Drama|Thriller
733,The Sound of Music,Musical|Romance
608,Die Hard,Action|Crime|Thriller
5849,The Lawnmower Man,Action|Horror|Sci-Fi|Thriller
1058,Secrets & Lies,Drama
3407,That Thing You Do!,Comedy|Drama
7659,The Long Kiss Goodnight,Action|Drama|Thriller
7054,The Ghost and the Darkness,Action|Adventure
8292,Everyone Says I Love You,Comedy|Musical|Romance
3296,Swingers,Comedy|Drama
975,Sleepers,Thriller
3942,Aladdin and the King of Thieves,Animation|Children|Comedy|Fantasy|Musical|Romance
1246,Willy Wonka & the Chocolate Factory,Children|Comedy|Fantasy|Musical
1434,The Innocents,Drama|Horror|Thriller
3183,Sleeper,Comedy|Sci-Fi
7309,Bananas,Comedy|War
6684,A Fish Called Wanda,Comedy|Crime
2075,Victor/Victoria,Comedy|Musical|Romance
1275,Bonnie and Clyde,Crime|Drama
271,Dial M for Murder,Crime|Mystery|Thriller
5909,Dirty Dancing,Drama|Musical|Romance
177,Reservoir Dogs,Crime|Mystery|Thriller
675,Platoon,Drama|War
8685,Weekend at Bernie's,Comedy
6879,Basic Instinct,Crime|Mystery|Thriller
2493,The Doors,Drama
3397,The Crying Game,Drama|Romance|Thriller
1659,Glengarry Glen Ross,Drama
1801,Sophie's Choice,Drama
1194,E.T. the Extra-Terrestrial,Children|Drama|Sci-Fi
1658,A Christmas Carol,Children|Drama|Fantasy
8686,Days of Thunder,Action|Drama|Romance
6769,Top Gun,Action|Romance
1149,Rebel Without a Cause,Drama
886,A Streetcar Named Desire,Drama
6126,Loser,Comedy
6835,The People vs. Larry Flynt,Comedy|Drama
2014,On Golden Pond,Drama
6926,The Return of the Pink Panther,Comedy|Crime
5185,Drop Dead Fred,Comedy|Fantasy
1780,The Abyss,Action|Adventure|Sci-Fi|Thriller
7211,The Fog,Horror
6760,Escape from New York,Action|Adventure|Sci-Fi|Thriller
7813,The Howling,Horror|Mystery
778,Jean de Florette,Drama|Mystery
958,Manon of the Spring,Drama
5073,Private Benjamin,Comedy
580,Monty Python and the Holy Grail,Adventure|Comedy|Fantasy
6834,The Tin Drum,Drama|War
20,Cinema Paradiso,Drama
6614,Delicatessen,Comedy|Drama|Romance
77,Paths of Glory,Drama|War
8058,The Grifters,Crime|Drama|Film-Noir
6698,The English Patient,Drama|Romance|War
911,Mediterraneo,Comedy|Drama
7819,Strictly Ballroom,Comedy|Romance
6888,Tie Me Up! Tie Me Down!,Crime|Drama|Romance
30,One Flew Over the Cuckoo's Nest,Drama
792,The Princess Bride,Action|Adventure|Comedy|Fantasy|Romance
384,Raiders of the Lost Ark,Action|Adventure
803,Brazil,Fantasy|Sci-Fi
367,Aliens,Action|Adventure|Horror|Sci-Fi
16,"The Good, the Bad and the Ugly",Action|Adventure|Western
1912,Withnail & I,Comedy
5,12 Angry Men,Drama
293,Lawrence of Arabia,Adventure|Drama|War
116,A Clockwork Orange,Crime|Drama|Sci-Fi|Thriller
290,To Kill a Mockingbird,Drama
72,Apocalypse Now,Action|Drama|War
70,Once Upon a Time in the West,Action|Drama|Western
626,Wings of Desire,Drama|Fantasy|Romance
359,The Third Man,Film-Noir|Mystery|Thriller
161,Alien,Horror|Sci-Fi
6653,Army of Darkness,Action|Adventure|Comedy|Fantasy|Horror
1384,The Big Blue,Adventure|Drama|Romance
222,Ran,Drama|War
561,The Killer,Action|Crime|Drama|Thriller
24,Psycho,Crime|Horror
678,The Blues Brothers,Action|Comedy|Musical
173,Full Metal Jacket,Drama|War
2225,Henry V,Action|Drama|Romance|War
249,Amadeus,Drama
1858,The Quiet Man,Drama|Romance
28,Once Upon a Time in America,Crime|Drama
347,Raging Bull,Drama
654,Annie Hall,Comedy|Romance
1465,The Right Stuff,Drama
144,Stalker,Drama|Mystery|Sci-Fi
269,The Sting,Comedy|Crime
996,Harold and Maude,Comedy|Drama|Romance
7858,Trust,Comedy|Drama|Romance
128,The Seventh Seal,Drama
7310,Local Hero,Comedy
857,The Terminator,Action|Sci-Fi|Thriller
1286,Glory,Drama|War
669,Manhattan,Comedy|Drama|Romance
1383,Miller's Crossing,Crime|Drama|Film-Noir|Thriller
59,Dead Poets Society,Drama
865,The Graduate,Comedy|Drama|Romance
633,Touch of Evil,Crime|Film-Noir|Thriller
524,The Bridge on the River Kwai,Adventure|Drama|War
391,Chinatown,Crime|Film-Noir|Mystery|Thriller
1387,The Day the Earth Stood Still,Drama|Sci-Fi|Thriller
322,The Treasure of the Sierra Madre,Action|Adventure|Drama|Western
3724,Bad Taste,Comedy|Horror|Sci-Fi
1835,Duck Soup,Comedy|Musical|War
7697,Better Off Dead...,Comedy|Romance
105,The Shining,Horror
491,Stand by Me,Adventure|Drama
210,M,Crime|Film-Noir|Thriller
1075,Evil Dead II,Action|Comedy|Fantasy|Horror
353,The Great Escape,Action|Adventure|Drama|War
277,The Deer Hunter,Drama|War
950,Groundhog Day,Comedy|Fantasy|Romance
396,Unforgiven,Drama|Western
1145,The Manchurian Candidate,Crime|Thriller|War
2799,Pump Up the Volume,Comedy|Drama
898,Arsenic and Old Lace,Comedy|Mystery|Thriller
57,Back to the Future,Adventure|Comedy|Sci-Fi
753,Fried Green Tomatoes,Comedy|Crime|Drama
1230,Patton,Drama|War
1709,Down by Law,Comedy|Drama|Film-Noir
349,Akira,Action|Adventure|Animation|Sci-Fi
3263,Highlander,Action|Adventure|Fantasy
690,Cool Hand Luke,Drama
1771,Cyrano de Bergerac,Comedy|Drama|Romance
6593,Young Frankenstein,Comedy|Fantasy
1160,Night on Earth,Comedy|Drama
385,Raise the Red Lantern,Drama
54,The Great Dictator,Comedy|Drama|War
1734,Fantasia,Animation|Children|Fantasy|Musical
796,High Noon,Drama|Western
974,The Big Sleep,Crime|Film-Noir|Mystery
1906,Heathers,Comedy
1197,Somewhere in Time,Drama|Romance
445,Ben-Hur,Action|Adventure|Drama
1420,This Is Spinal Tap,Comedy
3414,Some Kind of Wonderful,Drama|Romance
495,Indiana Jones and the Last Crusade,Action|Adventure
941,Being There,Comedy|Drama
1102,Gandhi,Drama
3171,The Unbearable Lightness of Being,Drama
2944,A Room with a View,Drama|Romance
7404,Real Genius,Comedy
307,Pink Floyd: The Wall,Drama|Musical
1274,The Killing Fields,Drama|War
6651,Forbidden Planet,Drama|Sci-Fi
6735,Field of Dreams,Children|Drama|Fantasy
1228,The Man Who Would Be King,Adventure|Drama
953,Butch Cassidy and the Sundance Kid,Action|Western
194,"Paris, Texas",Drama|Romance
1555,When Harry Met Sally...,Comedy|Romance
8742,Alien³,Action|Horror|Sci-Fi|Thriller
1633,An American Werewolf in London,Comedy|Horror|Thriller
5689,Amityville II: The Possession,Horror
3857,The Amityville Horror,Drama|Horror|Mystery|Thriller
4827,April Fool's Day,Horror
1179,The Birds,Horror|Thriller
4055,The Blob,Horror|Sci-Fi
2049,Dracula,Fantasy|Horror|Romance|Thriller
1231,The Bride of Frankenstein,Drama|Horror|Sci-Fi
4756,Candyman,Horror|Thriller
1460,Cape Fear,Thriller
1460,Cape Fear,Crime|Drama|Thriller
1905,Carrie,Drama|Fantasy|Horror|Thriller
3242,Cat People,Drama|Fantasy|Horror
5903,A Nightmare on Elm Street,Horror|Thriller
749,Nosferatu,Horror
1600,The Omen,Horror|Mystery|Thriller
1333,Breaking the Waves,Drama|Mystery
8900,Nightwatch,Horror|Thriller
6632,Star Trek: First Contact,Action|Adventure|Sci-Fi|Thriller
1666,Shine,Drama|Romance
1159,Sling Blade,Drama
4764,Jingle All the Way,Children|Comedy
7827,The Crucible,Drama
5143,101 Dalmatians,Adventure|Children|Comedy
6850,Die Hard 2,Action|Adventure|Thriller
8175,Star Trek: The Motion Picture,Adventure|Sci-Fi
6810,Star Trek VI: The Undiscovered Country,Action|Mystery|Sci-Fi
8969,Star Trek V: The Final Frontier,Action|Sci-Fi
1402,Star Trek II: The Wrath of Khan,Action|Adventure|Sci-Fi|Thriller
7719,Star Trek III: The Search for Spock,Action|Adventure|Sci-Fi
6702,Star Trek IV: The Voyage Home,Adventure|Comedy|Sci-Fi
6867,Batman Returns,Action|Crime
7536,Young Guns,Action|Comedy|Western
8223,Young Guns II,Action|Western
1601,Grease,Comedy|Musical|Romance
6325,Grease 2,Comedy|Musical|Romance
4630,Marked for Death,Action|Drama
3939,Under Siege,Action|Drama|Thriller
841,Jaws,Action|Horror
8917,Jaws 2,Horror|Thriller
6519,Jaws 3-D,Action|Horror
8579,Mars Attacks!,Action|Comedy|Sci-Fi
3062,Jerry Maguire,Drama|Romance
6770,Raising Arizona,Comedy
6874,Sneakers,Action|Comedy|Crime|Drama|Sci-Fi
7256,Marvin's Room,Drama
7633,Beavis and Butt-Head Do America,Adventure|Animation|Comedy|Crime
1508,Scream,Comedy|Horror|Mystery|Thriller
